_id;departure_airports_data;arrival_airports_data;aircrafts_id;flight_no ;scheduled_departure;scheduled_arrival;status;actual_departure;actual_arrival
186;DME;LED;321;PG0402;2017-07-22 16:25:00+07;2017-07-22 17:20:00+07;Arrived;2017-07-22 16:28:00+07;2017-07-22 17:24:00+07
187;DME;LED;321;PG0402;2017-08-22 16:25:00+07;2017-08-22 17:20:00+07;Scheduled;;
188;DME;LED;321;PG0403;2017-08-22 15:25:00+07;2017-08-22 16:20:00+07;Scheduled;;
189;DME;LED;321;PG0404;2017-08-22 23:05:00+07;2017-08-23 00:00:00+07;Scheduled;;
190;DME;LED;321;PG0405;2017-08-22 13:35:00+07;2017-08-22 14:30:00+07;Scheduled;;
191;DME;LED;321;PG0402;2017-08-02 16:25:00+07;2017-08-02 17:20:00+07;Arrived;2017-08-02 19:42:00+07;2017-08-02 20:37:00+07
192;DME;LED;321;PG0403;2017-08-02 15:25:00+07;2017-08-02 16:20:00+07;Arrived;2017-08-02 15:27:00+07;2017-08-02 16:22:00+07
193;DME;LED;321;PG0404;2017-08-02 23:05:00+07;2017-08-03 00:00:00+07;Arrived;2017-08-03 01:59:00+07;2017-08-03 02:53:00+07
194;DME;LED;321;PG0405;2017-08-02 13:35:00+07;2017-08-02 14:30:00+07;Arrived;2017-08-02 13:38:00+07;2017-08-02 14:34:00+07
195;DME;LED;321;PG0402;2017-08-25 16:25:00+07;2017-08-25 17:20:00+07;Scheduled;;
196;DME;LED;321;PG0404;2017-09-09 23:05:00+07;2017-09-10 00:00:00+07;Scheduled;;
197;DME;LED;321;PG0405;2017-09-05 13:35:00+07;2017-09-05 14:30:00+07;Scheduled;;
198;DME;LED;321;PG0404;2017-09-05 23:05:00+07;2017-09-06 00:00:00+07;Scheduled;;
199;DME;LED;321;PG0403;2017-09-05 15:25:00+07;2017-09-05 16:20:00+07;Scheduled;;
200;DME;LED;321;PG0402;2017-09-05 16:25:00+07;2017-09-05 17:20:00+07;Scheduled;;
201;DME;LED;321;PG0405;2017-08-17 13:35:00+07;2017-08-17 14:30:00+07;Scheduled;;
202;DME;LED;321;PG0404;2017-08-17 23:05:00+07;2017-08-18 00:00:00+07;Scheduled;;
203;DME;LED;321;PG0403;2017-08-17 15:25:00+07;2017-08-17 16:20:00+07;Scheduled;;
204;DME;LED;321;PG0402;2017-08-17 16:25:00+07;2017-08-17 17:20:00+07;Scheduled;;
205;DME;LED;321;PG0402;2017-08-03 16:25:00+07;2017-08-03 17:20:00+07;Arrived;2017-08-03 16:29:00+07;2017-08-03 17:24:00+07
206;DME;LED;321;PG0403;2017-08-03 15:25:00+07;2017-08-03 16:20:00+07;Arrived;2017-08-03 15:28:00+07;2017-08-03 16:23:00+07
207;DME;LED;321;PG0404;2017-08-03 23:05:00+07;2017-08-04 00:00:00+07;Arrived;2017-08-03 23:10:00+07;2017-08-04 00:04:00+07
208;DME;LED;321;PG0405;2017-08-03 13:35:00+07;2017-08-03 14:30:00+07;Arrived;2017-08-03 13:37:00+07;2017-08-03 14:31:00+07
209;DME;LED;321;PG0405;2017-07-25 13:35:00+07;2017-07-25 14:30:00+07;Arrived;2017-07-25 13:43:00+07;2017-07-25 14:38:00+07
210;DME;LED;321;PG0405;2017-07-21 13:35:00+07;2017-07-21 14:30:00+07;Arrived;2017-07-21 13:39:00+07;2017-07-21 14:35:00+07
211;DME;LED;321;PG0404;2017-07-21 23:05:00+07;2017-07-22 00:00:00+07;Arrived;2017-07-21 23:07:00+07;2017-07-22 00:01:00+07
212;DME;LED;321;PG0403;2017-07-21 15:25:00+07;2017-07-21 16:20:00+07;Arrived;2017-07-21 15:28:00+07;2017-07-21 16:23:00+07
213;DME;LED;321;PG0402;2017-07-21 16:25:00+07;2017-07-21 17:20:00+07;Arrived;2017-07-21 16:29:00+07;2017-07-21 17:24:00+07
214;DME;LED;321;PG0404;2017-07-25 23:05:00+07;2017-07-26 00:00:00+07;Arrived;2017-07-25 23:10:00+07;2017-07-26 00:05:00+07
215;DME;LED;321;PG0405;2017-08-26 13:35:00+07;2017-08-26 14:30:00+07;Scheduled;;
216;DME;LED;321;PG0404;2017-08-26 23:05:00+07;2017-08-27 00:00:00+07;Scheduled;;
217;DME;LED;321;PG0403;2017-08-26 15:25:00+07;2017-08-26 16:20:00+07;Scheduled;;
218;DME;LED;321;PG0402;2017-08-26 16:25:00+07;2017-08-26 17:20:00+07;Scheduled;;
219;DME;LED;321;PG0403;2017-07-25 15:25:00+07;2017-07-25 16:20:00+07;Arrived;2017-07-25 15:29:00+07;2017-07-25 16:24:00+07
220;DME;LED;321;PG0402;2017-07-25 16:25:00+07;2017-07-25 17:20:00+07;Arrived;2017-07-25 16:28:00+07;2017-07-25 17:23:00+07
221;DME;LED;321;PG0402;2017-08-04 16:25:00+07;2017-08-04 17:20:00+07;Arrived;2017-08-04 16:29:00+07;2017-08-04 17:24:00+07
222;DME;LED;321;PG0403;2017-08-04 15:25:00+07;2017-08-04 16:20:00+07;Arrived;2017-08-04 15:29:00+07;2017-08-04 16:24:00+07
223;DME;LED;321;PG0404;2017-08-04 23:05:00+07;2017-08-05 00:00:00+07;Arrived;2017-08-04 23:06:00+07;2017-08-05 00:02:00+07
224;DME;LED;321;PG0405;2017-08-04 13:35:00+07;2017-08-04 14:30:00+07;Arrived;2017-08-04 13:37:00+07;2017-08-04 14:32:00+07
225;DME;LED;321;PG0402;2017-09-12 16:25:00+07;2017-09-12 17:20:00+07;Scheduled;;
226;DME;LED;321;PG0403;2017-09-12 15:25:00+07;2017-09-12 16:20:00+07;Scheduled;;
227;DME;LED;321;PG0404;2017-09-12 23:05:00+07;2017-09-13 00:00:00+07;Scheduled;;
228;DME;LED;321;PG0405;2017-09-12 13:35:00+07;2017-09-12 14:30:00+07;Scheduled;;
229;DME;LED;321;PG0405;2017-07-26 13:35:00+07;2017-07-26 14:30:00+07;Arrived;2017-07-26 13:35:00+07;2017-07-26 14:31:00+07
230;DME;LED;321;PG0402;2017-08-29 16:25:00+07;2017-08-29 17:20:00+07;Scheduled;;
231;DME;LED;321;PG0403;2017-08-29 15:25:00+07;2017-08-29 16:20:00+07;Scheduled;;
232;DME;LED;321;PG0404;2017-08-29 23:05:00+07;2017-08-30 00:00:00+07;Scheduled;;
233;DME;LED;321;PG0405;2017-08-29 13:35:00+07;2017-08-29 14:30:00+07;Scheduled;;
234;DME;LED;321;PG0403;2017-09-09 15:25:00+07;2017-09-09 16:20:00+07;Scheduled;;
235;DME;LED;321;PG0405;2017-09-04 13:35:00+07;2017-09-04 14:30:00+07;Scheduled;;
236;DME;LED;321;PG0404;2017-09-04 23:05:00+07;2017-09-05 00:00:00+07;Scheduled;;
237;DME;LED;321;PG0403;2017-09-04 15:25:00+07;2017-09-04 16:20:00+07;Scheduled;;
238;DME;LED;321;PG0402;2017-09-04 16:25:00+07;2017-09-04 17:20:00+07;Scheduled;;
239;DME;LED;321;PG0405;2017-07-20 13:35:00+07;2017-07-20 14:30:00+07;Arrived;2017-07-20 13:38:00+07;2017-07-20 14:33:00+07
240;DME;LED;321;PG0404;2017-07-20 23:05:00+07;2017-07-21 00:00:00+07;Arrived;2017-07-20 23:10:00+07;2017-07-21 00:06:00+07
241;DME;LED;321;PG0403;2017-07-20 15:25:00+07;2017-07-20 16:20:00+07;Arrived;2017-07-20 15:25:00+07;2017-07-20 16:20:00+07
242;DME;LED;321;PG0402;2017-07-20 16:25:00+07;2017-07-20 17:20:00+07;Arrived;2017-07-20 16:26:00+07;2017-07-20 17:20:00+07
243;DME;LED;321;PG0402;2017-08-05 16:25:00+07;2017-08-05 17:20:00+07;Arrived;2017-08-05 16:26:00+07;2017-08-05 17:20:00+07
244;DME;LED;321;PG0403;2017-08-05 15:25:00+07;2017-08-05 16:20:00+07;Arrived;2017-08-05 15:33:00+07;2017-08-05 16:28:00+07
245;DME;OVB;773;PG0222;2017-07-18 15:05:00+07;2017-07-18 18:30:00+07;Arrived;2017-07-18 15:06:00+07;2017-07-18 18:32:00+07
246;DME;OVB;773;PG0222;2017-09-05 15:05:00+07;2017-09-05 18:30:00+07;Scheduled;;
247;DME;OVB;773;PG0222;2017-08-07 15:05:00+07;2017-08-07 18:30:00+07;Arrived;2017-08-07 15:09:00+07;2017-08-07 18:35:00+07
248;DME;OVB;773;PG0222;2017-09-08 15:05:00+07;2017-09-08 18:30:00+07;Scheduled;;
249;DME;OVB;773;PG0222;2017-08-13 15:05:00+07;2017-08-13 18:30:00+07;Arrived;2017-08-13 15:06:00+07;2017-08-13 18:32:00+07
250;DME;OVB;773;PG0222;2017-08-02 15:05:00+07;2017-08-02 18:30:00+07;Arrived;2017-08-02 15:09:00+07;2017-08-02 18:36:00+07
251;DME;OVB;773;PG0222;2017-07-19 15:05:00+07;2017-07-19 18:30:00+07;Arrived;2017-07-19 15:08:00+07;2017-07-19 18:32:00+07
252;DME;OVB;773;PG0222;2017-09-04 15:05:00+07;2017-09-04 18:30:00+07;Scheduled;;
253;DME;OVB;773;PG0222;2017-09-13 15:05:00+07;2017-09-13 18:30:00+07;Scheduled;;
254;DME;OVB;773;PG0222;2017-09-12 15:05:00+07;2017-09-12 18:30:00+07;Scheduled;;
255;DME;OVB;773;PG0222;2017-07-20 15:05:00+07;2017-07-20 18:30:00+07;Arrived;2017-07-20 15:11:00+07;2017-07-20 18:34:00+07
256;DME;OVB;773;PG0222;2017-08-27 15:05:00+07;2017-08-27 18:30:00+07;Scheduled;;
257;DME;OVB;773;PG0222;2017-09-11 15:05:00+07;2017-09-11 18:30:00+07;Scheduled;;
258;DME;OVB;773;PG0222;2017-07-23 15:05:00+07;2017-07-23 18:30:00+07;Arrived;2017-07-23 15:09:00+07;2017-07-23 18:36:00+07
259;DME;OVB;773;PG0222;2017-07-29 15:05:00+07;2017-07-29 18:30:00+07;Arrived;2017-07-29 15:08:00+07;2017-07-29 18:37:00+07
260;DME;OVB;773;PG0222;2017-08-17 15:05:00+07;2017-08-17 18:30:00+07;Scheduled;;
261;DME;OVB;773;PG0222;2017-08-24 15:05:00+07;2017-08-24 18:30:00+07;Scheduled;;
262;DME;OVB;773;PG0222;2017-09-14 15:05:00+07;2017-09-14 18:30:00+07;Scheduled;;
263;DME;OVB;773;PG0222;2017-09-02 15:05:00+07;2017-09-02 18:30:00+07;Scheduled;;
264;DME;OVB;773;PG0222;2017-09-03 15:05:00+07;2017-09-03 18:30:00+07;Scheduled;;
265;DME;OVB;773;PG0222;2017-07-28 15:05:00+07;2017-07-28 18:30:00+07;Arrived;2017-07-28 18:40:00+07;2017-07-28 22:02:00+07
266;DME;OVB;773;PG0222;2017-07-22 15:05:00+07;2017-07-22 18:30:00+07;Arrived;2017-07-22 15:05:00+07;2017-07-22 18:30:00+07
267;DME;OVB;773;PG0222;2017-08-20 15:05:00+07;2017-08-20 18:30:00+07;Scheduled;;
268;DME;OVB;773;PG0222;2017-08-05 15:05:00+07;2017-08-05 18:30:00+07;Arrived;2017-08-05 15:06:00+07;2017-08-05 18:30:00+07
269;DME;OVB;773;PG0222;2017-08-25 15:05:00+07;2017-08-25 18:30:00+07;Scheduled;;
270;DME;OVB;773;PG0222;2017-08-22 15:05:00+07;2017-08-22 18:30:00+07;Scheduled;;
271;DME;OVB;773;PG0222;2017-08-10 15:05:00+07;2017-08-10 18:30:00+07;Arrived;2017-08-10 18:09:00+07;2017-08-10 21:34:00+07
272;DME;OVB;773;PG0222;2017-07-26 15:05:00+07;2017-07-26 18:30:00+07;Arrived;2017-07-26 15:10:00+07;2017-07-26 18:36:00+07
273;DME;OVB;773;PG0222;2017-08-01 15:05:00+07;2017-08-01 18:30:00+07;Arrived;2017-08-01 15:10:00+07;2017-08-01 18:37:00+07
274;DME;OVB;773;PG0222;2017-08-28 15:05:00+07;2017-08-28 18:30:00+07;Scheduled;;
275;DME;OVB;773;PG0222;2017-08-03 15:05:00+07;2017-08-03 18:30:00+07;Arrived;2017-08-03 15:07:00+07;2017-08-03 18:29:00+07
276;DME;OVB;773;PG0222;2017-08-08 15:05:00+07;2017-08-08 18:30:00+07;Arrived;2017-08-08 15:12:00+07;2017-08-08 18:36:00+07
277;DME;OVB;773;PG0222;2017-07-16 15:05:00+07;2017-07-16 18:30:00+07;Arrived;2017-07-16 15:06:00+07;2017-07-16 18:31:00+07
278;DME;OVB;773;PG0222;2017-07-21 15:05:00+07;2017-07-21 18:30:00+07;Arrived;2017-07-21 15:07:00+07;2017-07-21 18:30:00+07
279;DME;OVB;773;PG0222;2017-07-24 15:05:00+07;2017-07-24 18:30:00+07;Arrived;2017-07-24 15:05:00+07;2017-07-24 18:31:00+07
280;DME;OVB;773;PG0222;2017-09-09 15:05:00+07;2017-09-09 18:30:00+07;Scheduled;;
281;DME;OVB;773;PG0222;2017-08-15 15:05:00+07;2017-08-15 18:30:00+07;Arrived;2017-08-15 15:08:00+07;2017-08-15 18:34:00+07
282;DME;OVB;773;PG0222;2017-07-30 15:05:00+07;2017-07-30 18:30:00+07;Arrived;2017-07-30 15:07:00+07;2017-07-30 18:29:00+07
283;DME;OVB;773;PG0222;2017-08-19 15:05:00+07;2017-08-19 18:30:00+07;Scheduled;;
284;DME;OVB;773;PG0222;2017-08-21 15:05:00+07;2017-08-21 18:30:00+07;Scheduled;;
285;DME;OVB;773;PG0222;2017-08-31 15:05:00+07;2017-08-31 18:30:00+07;Scheduled;;
286;DME;OVB;773;PG0222;2017-08-04 15:05:00+07;2017-08-04 18:30:00+07;Arrived;2017-08-04 15:08:00+07;2017-08-04 18:31:00+07
287;DME;OVB;773;PG0222;2017-08-30 15:05:00+07;2017-08-30 18:30:00+07;Scheduled;;
288;DME;OVB;773;PG0222;2017-07-17 15:05:00+07;2017-07-17 18:30:00+07;Arrived;2017-07-17 15:10:00+07;2017-07-17 18:36:00+07
289;DME;OVB;773;PG0222;2017-08-12 15:05:00+07;2017-08-12 18:30:00+07;Arrived;2017-08-12 15:08:00+07;2017-08-12 18:36:00+07
290;DME;OVB;773;PG0222;2017-08-23 15:05:00+07;2017-08-23 18:30:00+07;Scheduled;;
291;DME;OVB;773;PG0222;2017-09-10 15:05:00+07;2017-09-10 18:30:00+07;Scheduled;;
292;DME;OVB;773;PG0222;2017-08-11 15:05:00+07;2017-08-11 18:30:00+07;Arrived;2017-08-11 15:05:00+07;2017-08-11 18:26:00+07
293;DME;OVB;773;PG0222;2017-08-29 15:05:00+07;2017-08-29 18:30:00+07;Scheduled;;
294;DME;OVB;773;PG0222;2017-08-18 15:05:00+07;2017-08-18 18:30:00+07;Scheduled;;
295;DME;OVB;773;PG0222;2017-07-25 15:05:00+07;2017-07-25 18:30:00+07;Arrived;2017-07-25 15:10:00+07;2017-07-25 18:36:00+07
296;DME;OVB;773;PG0222;2017-09-06 15:05:00+07;2017-09-06 18:30:00+07;Scheduled;;
297;DME;OVB;773;PG0222;2017-08-14 15:05:00+07;2017-08-14 18:30:00+07;Arrived;2017-08-14 15:09:00+07;2017-08-14 18:37:00+07
298;DME;OVB;773;PG0222;2017-08-06 15:05:00+07;2017-08-06 18:30:00+07;Arrived;2017-08-06 15:08:00+07;2017-08-06 18:35:00+07
299;DME;OVB;773;PG0222;2017-09-07 15:05:00+07;2017-09-07 18:30:00+07;Scheduled;;
300;DME;OVB;773;PG0222;2017-08-26 15:05:00+07;2017-08-26 18:30:00+07;Scheduled;;
301;DME;OVB;773;PG0222;2017-08-09 15:05:00+07;2017-08-09 18:30:00+07;Arrived;2017-08-09 15:08:00+07;2017-08-09 18:31:00+07
302;DME;OVB;773;PG0222;2017-07-27 15:05:00+07;2017-07-27 18:30:00+07;Arrived;2017-07-27 15:07:00+07;2017-07-27 18:34:00+07
303;DME;OVB;773;PG0222;2017-09-01 15:05:00+07;2017-09-01 18:30:00+07;Scheduled;;
304;DME;OVB;773;PG0222;2017-08-16 15:05:00+07;2017-08-16 18:30:00+07;On Time;;
305;DME;OVB;773;PG0222;2017-07-31 15:05:00+07;2017-07-31 18:30:00+07;Arrived;2017-07-31 15:10:00+07;2017-07-31 18:36:00+07
306;DME;KZN;321;PG0202;2017-08-12 14:40:00+07;2017-08-12 15:35:00+07;Arrived;2017-08-12 14:43:00+07;2017-08-12 15:37:00+07
307;DME;KZN;321;PG0202;2017-07-26 14:40:00+07;2017-07-26 15:35:00+07;Arrived;2017-07-26 14:41:00+07;2017-07-26 15:36:00+07
308;DME;KZN;321;PG0202;2017-07-27 14:40:00+07;2017-07-27 15:35:00+07;Arrived;2017-07-27 14:43:00+07;2017-07-27 15:38:00+07
309;DME;KZN;321;PG0202;2017-09-09 14:40:00+07;2017-09-09 15:35:00+07;Scheduled;;
310;DME;KZN;321;PG0202;2017-08-21 14:40:00+07;2017-08-21 15:35:00+07;Scheduled;;
311;DME;KZN;321;PG0202;2017-08-20 14:40:00+07;2017-08-20 15:35:00+07;Scheduled;;
312;DME;KZN;321;PG0202;2017-07-28 14:40:00+07;2017-07-28 15:35:00+07;Arrived;2017-07-28 14:46:00+07;2017-07-28 15:40:00+07
313;DME;KZN;321;PG0202;2017-08-13 14:40:00+07;2017-08-13 15:35:00+07;Arrived;2017-08-13 14:43:00+07;2017-08-13 15:38:00+07
314;DME;KZN;321;PG0202;2017-09-10 14:40:00+07;2017-09-10 15:35:00+07;Scheduled;;
315;DME;KZN;321;PG0202;2017-07-25 14:40:00+07;2017-07-25 15:35:00+07;Arrived;2017-07-25 14:42:00+07;2017-07-25 15:37:00+07
316;DME;KZN;321;PG0202;2017-09-08 14:40:00+07;2017-09-08 15:35:00+07;Scheduled;;
317;DME;KZN;321;PG0202;2017-07-29 14:40:00+07;2017-07-29 15:35:00+07;Arrived;2017-07-29 14:42:00+07;2017-07-29 15:38:00+07
318;DME;KZN;321;PG0202;2017-08-28 14:40:00+07;2017-08-28 15:35:00+07;Scheduled;;
319;DME;KZN;321;PG0202;2017-08-27 14:40:00+07;2017-08-27 15:35:00+07;Scheduled;;
320;DME;KZN;321;PG0202;2017-07-24 14:40:00+07;2017-07-24 15:35:00+07;Arrived;2017-07-24 14:43:00+07;2017-07-24 15:38:00+07
321;DME;KZN;321;PG0202;2017-07-30 14:40:00+07;2017-07-30 15:35:00+07;Arrived;2017-07-30 14:41:00+07;2017-07-30 15:36:00+07
322;DME;KZN;321;PG0202;2017-08-19 14:40:00+07;2017-08-19 15:35:00+07;Scheduled;;
323;DME;KZN;321;PG0202;2017-09-07 14:40:00+07;2017-09-07 15:35:00+07;Scheduled;;
324;DME;KZN;321;PG0202;2017-07-31 14:40:00+07;2017-07-31 15:35:00+07;Arrived;2017-07-31 18:25:00+07;2017-07-31 19:20:00+07
325;DME;KZN;321;PG0202;2017-09-11 14:40:00+07;2017-09-11 15:35:00+07;Scheduled;;
326;DME;KZN;321;PG0202;2017-07-23 14:40:00+07;2017-07-23 15:35:00+07;Arrived;2017-07-23 14:42:00+07;2017-07-23 15:37:00+07
327;DME;KZN;321;PG0202;2017-08-22 14:40:00+07;2017-08-22 15:35:00+07;Scheduled;;
328;DME;KZN;321;PG0202;2017-08-01 14:40:00+07;2017-08-01 15:35:00+07;Arrived;2017-08-01 14:43:00+07;2017-08-01 15:38:00+07
329;DME;KZN;321;PG0202;2017-08-18 14:40:00+07;2017-08-18 15:35:00+07;Scheduled;;
330;DME;KZN;321;PG0202;2017-09-06 14:40:00+07;2017-09-06 15:35:00+07;Scheduled;;
331;DME;KZN;321;PG0202;2017-07-16 14:40:00+07;2017-07-16 15:35:00+07;Arrived;2017-07-16 17:37:00+07;2017-07-16 18:32:00+07
332;DME;KZN;321;PG0202;2017-08-02 14:40:00+07;2017-08-02 15:35:00+07;Arrived;2017-08-02 14:43:00+07;2017-08-02 15:38:00+07
333;DME;KZN;321;PG0202;2017-07-22 14:40:00+07;2017-07-22 15:35:00+07;Arrived;2017-07-22 17:57:00+07;2017-07-22 18:51:00+07
334;DME;KZN;321;PG0202;2017-08-29 14:40:00+07;2017-08-29 15:35:00+07;Scheduled;;
335;DME;KZN;321;PG0202;2017-08-03 14:40:00+07;2017-08-03 15:35:00+07;Arrived;2017-08-03 14:41:00+07;2017-08-03 15:36:00+07
336;DME;KZN;321;PG0202;2017-09-12 14:40:00+07;2017-09-12 15:35:00+07;Scheduled;;
337;DME;KZN;321;PG0202;2017-09-05 14:40:00+07;2017-09-05 15:35:00+07;Scheduled;;
338;DME;KZN;321;PG0202;2017-08-17 14:40:00+07;2017-08-17 15:35:00+07;Scheduled;;
339;DME;KZN;321;PG0202;2017-08-04 14:40:00+07;2017-08-04 15:35:00+07;Arrived;2017-08-04 14:43:00+07;2017-08-04 15:37:00+07
340;DME;KZN;321;PG0202;2017-07-21 14:40:00+07;2017-07-21 15:35:00+07;Arrived;2017-07-21 14:44:00+07;2017-07-21 15:40:00+07
341;DME;KZN;321;PG0202;2017-08-23 14:40:00+07;2017-08-23 15:35:00+07;Scheduled;;
342;DME;KZN;321;PG0202;2017-08-05 14:40:00+07;2017-08-05 15:35:00+07;Arrived;2017-08-05 14:43:00+07;2017-08-05 15:37:00+07
343;DME;KZN;321;PG0202;2017-09-04 14:40:00+07;2017-09-04 15:35:00+07;Scheduled;;
344;DME;KZN;321;PG0202;2017-07-20 14:40:00+07;2017-07-20 15:35:00+07;Arrived;2017-07-20 14:42:00+07;2017-07-20 15:37:00+07
345;DME;KZN;321;PG0202;2017-08-25 14:40:00+07;2017-08-25 15:35:00+07;Scheduled;;
346;DME;KZN;321;PG0202;2017-08-06 14:40:00+07;2017-08-06 15:35:00+07;Arrived;2017-08-06 17:31:00+07;2017-08-06 18:26:00+07
347;DME;KZN;321;PG0202;2017-08-31 14:40:00+07;2017-08-31 15:35:00+07;Scheduled;;
348;DME;KZN;321;PG0202;2017-08-26 14:40:00+07;2017-08-26 15:35:00+07;Scheduled;;
349;DME;KZN;321;PG0202;2017-08-16 14:40:00+07;2017-08-16 15:35:00+07;On Time;;
350;DME;KZN;321;PG0202;2017-09-13 14:40:00+07;2017-09-13 15:35:00+07;Scheduled;;
351;DME;KZN;321;PG0202;2017-08-07 14:40:00+07;2017-08-07 15:35:00+07;Arrived;2017-08-07 14:45:00+07;2017-08-07 15:38:00+07
352;DME;KZN;321;PG0202;2017-07-19 14:40:00+07;2017-07-19 15:35:00+07;Arrived;2017-07-19 14:43:00+07;2017-07-19 15:39:00+07
353;DME;KZN;321;PG0202;2017-08-30 14:40:00+07;2017-08-30 15:35:00+07;Scheduled;;
354;DME;KZN;321;PG0202;2017-09-03 14:40:00+07;2017-09-03 15:35:00+07;Scheduled;;
355;DME;KZN;321;PG0202;2017-08-08 14:40:00+07;2017-08-08 15:35:00+07;Arrived;2017-08-08 14:43:00+07;2017-08-08 15:38:00+07
356;DME;KZN;321;PG0202;2017-08-15 14:40:00+07;2017-08-15 15:35:00+07;Arrived;2017-08-15 14:44:00+07;2017-08-15 15:39:00+07
357;DME;KZN;321;PG0202;2017-08-09 14:40:00+07;2017-08-09 15:35:00+07;Arrived;2017-08-09 14:43:00+07;2017-08-09 15:38:00+07
358;DME;KZN;321;PG0202;2017-07-18 14:40:00+07;2017-07-18 15:35:00+07;Arrived;2017-07-18 14:43:00+07;2017-07-18 15:39:00+07
359;DME;KZN;321;PG0202;2017-08-24 14:40:00+07;2017-08-24 15:35:00+07;Scheduled;;
360;DME;KZN;321;PG0202;2017-09-14 14:40:00+07;2017-09-14 15:35:00+07;Scheduled;;
361;DME;KZN;321;PG0202;2017-09-02 14:40:00+07;2017-09-02 15:35:00+07;Scheduled;;
362;DME;KZN;321;PG0202;2017-08-10 14:40:00+07;2017-08-10 15:35:00+07;Arrived;2017-08-10 14:41:00+07;2017-08-10 15:36:00+07
363;DME;KZN;321;PG0202;2017-07-17 14:40:00+07;2017-07-17 15:35:00+07;Arrived;2017-07-17 14:40:00+07;2017-07-17 15:35:00+07
364;DME;KZN;321;PG0202;2017-08-11 14:40:00+07;2017-08-11 15:35:00+07;Arrived;2017-08-11 14:44:00+07;2017-08-11 15:39:00+07
365;DME;KZN;321;PG0202;2017-08-14 14:40:00+07;2017-08-14 15:35:00+07;Arrived;2017-08-14 14:44:00+07;2017-08-14 15:39:00+07
366;DME;KZN;321;PG0202;2017-09-01 14:40:00+07;2017-09-01 15:35:00+07;Scheduled;;
367;DME;CEK;SU9;PG0273;2017-09-10 13:50:00+07;2017-09-10 15:50:00+07;Scheduled;;
368;DME;CEK;SU9;PG0273;2017-08-25 13:50:00+07;2017-08-25 15:50:00+07;Scheduled;;
369;DME;CEK;SU9;PG0273;2017-08-31 13:50:00+07;2017-08-31 15:50:00+07;Scheduled;;
370;DME;CEK;SU9;PG0273;2017-07-16 13:50:00+07;2017-07-16 15:50:00+07;Arrived;2017-07-16 13:53:00+07;2017-07-16 15:54:00+07
371;DME;CEK;SU9;PG0273;2017-08-12 13:50:00+07;2017-08-12 15:50:00+07;Arrived;2017-08-12 13:52:00+07;2017-08-12 15:51:00+07
372;DME;CEK;SU9;PG0273;2017-08-13 13:50:00+07;2017-08-13 15:50:00+07;Arrived;2017-08-13 13:52:00+07;2017-08-13 15:53:00+07
373;DME;CEK;SU9;PG0273;2017-09-01 13:50:00+07;2017-09-01 15:50:00+07;Scheduled;;
374;DME;CEK;SU9;PG0273;2017-08-11 13:50:00+07;2017-08-11 15:50:00+07;Arrived;2017-08-11 13:51:00+07;2017-08-11 15:50:00+07
375;DME;CEK;SU9;PG0273;2017-08-14 13:50:00+07;2017-08-14 15:50:00+07;Arrived;2017-08-14 13:52:00+07;2017-08-14 15:53:00+07
376;DME;CEK;SU9;PG0273;2017-07-17 13:50:00+07;2017-07-17 15:50:00+07;Arrived;2017-07-17 13:53:00+07;2017-07-17 15:52:00+07
377;DME;CEK;SU9;PG0273;2017-08-10 13:50:00+07;2017-08-10 15:50:00+07;Arrived;2017-08-10 13:54:00+07;2017-08-10 15:53:00+07
378;DME;CEK;SU9;PG0273;2017-08-24 13:50:00+07;2017-08-24 15:50:00+07;Scheduled;;
379;DME;CEK;SU9;PG0273;2017-09-14 13:50:00+07;2017-09-14 15:50:00+07;Scheduled;;
380;DME;CEK;SU9;PG0273;2017-09-02 13:50:00+07;2017-09-02 15:50:00+07;Scheduled;;
381;DME;CEK;SU9;PG0273;2017-08-09 13:50:00+07;2017-08-09 15:50:00+07;Arrived;2017-08-09 13:52:00+07;2017-08-09 15:50:00+07
382;DME;CEK;SU9;PG0273;2017-07-18 13:50:00+07;2017-07-18 15:50:00+07;Arrived;2017-07-18 13:52:00+07;2017-07-18 15:50:00+07
383;DME;CEK;SU9;PG0273;2017-08-15 13:50:00+07;2017-08-15 15:50:00+07;Arrived;2017-08-15 13:52:00+07;2017-08-15 15:51:00+07
384;DME;CEK;SU9;PG0273;2017-08-30 13:50:00+07;2017-08-30 15:50:00+07;Scheduled;;
385;DME;CEK;SU9;PG0273;2017-08-08 13:50:00+07;2017-08-08 15:50:00+07;Arrived;2017-08-08 17:09:00+07;2017-08-08 19:09:00+07
386;DME;CEK;SU9;PG0273;2017-09-03 13:50:00+07;2017-09-03 15:50:00+07;Scheduled;;
387;DME;CEK;SU9;PG0273;2017-07-19 13:50:00+07;2017-07-19 15:50:00+07;Arrived;2017-07-19 13:53:00+07;2017-07-19 15:52:00+07
388;DME;CEK;SU9;PG0273;2017-08-07 13:50:00+07;2017-08-07 15:50:00+07;Arrived;2017-08-07 13:53:00+07;2017-08-07 15:54:00+07
389;DME;CEK;SU9;PG0273;2017-09-13 13:50:00+07;2017-09-13 15:50:00+07;Scheduled;;
390;DME;CEK;SU9;PG0273;2017-08-16 13:50:00+07;2017-08-16 15:50:00+07;Delayed;;
391;DME;CEK;SU9;PG0273;2017-08-06 13:50:00+07;2017-08-06 15:50:00+07;Arrived;2017-08-06 13:55:00+07;2017-08-06 15:54:00+07
